CLIENTNUM,Attrition_Flag,DOB_Year,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Credit_Limit,Total_Trans_Ct,Avg_Utilization_Ratio
793597833,Existing Customer,1972,F,0,Post-Graduate,Single,Less than $40K,Blue,43,3,2481,69,0.632
713739708,Existing Customer,1960,M,0,High School,Single,$60K - $80K,Blue,53,3,2415,71,0.849
709389558,Existing Customer,1988,F,4,College,Single,Less than $40K,Blue,36,3,1438.3,85,0
811907583,Existing Customer,1976,F,4,Uneducated,Single,Unknown,Blue,40,2,7600,67,0.207
709087983,Existing Customer,1986,F,3,Doctorate,Single,Less than $40K,Blue,27,2,1438.3,94,0
712774908,Existing Customer,1980,F,4,High School,Married,Less than $40K,Blue,29,2,2601,83,0.715
820639908,Existing Customer,1973,F,4,High School,Married,Unknown,Blue,44,2,2625,81,0.959
713497983,Existing Customer,1972,M,5,High School,Single,$60K - $80K,Blue,36,2,5578,53,0
713489358,Existing Customer,1969,F,2,Graduate,Married,Less than $40K,Blue,40,3,3698,82,0
711381183,Existing Customer,1970,F,2,Unknown,Married,$40K - $60K,Blue,36,3,1438.3,85,0.793
814989933,Existing Customer,1976,F,4,College,Unknown,Less than $40K,Blue,40,2,1795,73,0.589
711847833,Existing Customer,1979,F,2,Graduate,Single,Less than $40K,Blue,32,2,1933,71,0.583
772837083,Existing Customer,1980,M,3,Graduate,Married,$120K +,Blue,32,3,27169,87,0
713652783,Existing Customer,1991,F,0,Unknown,Single,Less than $40K,Blue,36,1,2367,90,0.515
719202708,Existing Customer,1967,F,3,High School,Married,Less than $40K,Blue,36,2,5642,84,0.096
714566133,Existing Customer,1961,F,2,Graduate,Married,Less than $40K,Blue,36,2,3239,91,0.727
717553683,Existing Customer,1969,F,1,Unknown,Married,Less than $40K,Blue,36,1,3040,61,0.828
814987983,Existing Customer,1984,F,2,College,Single,$40K - $60K,Blue,32,1,3680,77,0.186
789588933,Existing Customer,1977,M,2,Graduate,Married,$60K - $80K,Blue,37,1,1787,79,0
714317058,Existing Customer,1969,M,2,Graduate,Married,$60K - $80K,Blue,36,3,4752,63,0.513
772271508,Attrited Customer,1975,F,3,Uneducated,Single,Unknown,Blue,35,3,1706,42,0
716366208,Existing Customer,1976,F,2,Uneducated,Married,Unknown,Blue,36,1,8103,82,0
710971908,Existing Customer,1978,M,1,High School,Married,$60K - $80K,Blue,31,3,3764,80,0.473
711412533,Attrited Customer,1981,F,3,High School,Single,Less than $40K,Blue,35,3,5492,45,0.286
720593583,Existing Customer,1982,F,2,Doctorate,Divorced,Less than $40K,Blue,32,2,3554,90,0.21
720165258,Existing Customer,1977,F,2,High School,Unknown,Less than $40K,Blue,29,3,3170,91,0.735
716147658,Existing Customer,1972,F,2,Uneducated,Single,Unknown,Blue,40,3,2464,86,0.65
778436283,Existing Customer,1980,M,4,High School,Single,Less than $40K,Blue,21,3,3429,76,0.439
711492258,Existing Customer,1971,M,2,Graduate,Married,$60K - $80K,Blue,45,1,2021,71,0.781
771106458,Existing Customer,1967,F,4,College,Married,Less than $40K,Blue,41,5,2444,61,0.537
713183508,Existing Customer,1982,F,1,High School,Married,Unknown,Blue,36,3,2751,82,0.421
710832108,Existing Customer,1969,F,2,Unknown,Single,$40K - $60K,Blue,44,3,9017,81,0.262
719940483,Existing Customer,1970,F,1,Graduate,Married,$40K - $60K,Blue,43,2,2107,88,0.789
715207458,Existing Customer,1975,F,1,Unknown,Single,Less than $40K,Blue,39,2,2029,90,0.529
716839983,Existing Customer,1973,M,3,College,Married,$120K +,Blue,36,3,32777,75,0
781073733,Existing Customer,1971,M,2,Graduate,Married,$120K +,Blue,41,3,4607,88,0
757594083,Existing Customer,1969,F,1,Unknown,Married,Unknown,Blue,45,4,23486,74,0
764496708,Existing Customer,1967,F,2,High School,Married,Unknown,Blue,47,3,1997,82,0
714080433,Existing Customer,1981,F,5,College,Married,$40K - $60K,Blue,36,3,3144,67,0.568
757675158,Existing Customer,1974,F,4,Post-Graduate,Divorced,$40K - $60K,Blue,40,2,2725,85,0.679
715361433,Existing Customer,1968,F,2,High School,Single,Less than $40K,Blue,36,2,1874,78,0.53
778191933,Attrited Customer,1976,M,3,Uneducated,Single,$120K +,Blue,35,3,7135,42,0.353
718792758,Existing Customer,1986,F,4,Uneducated,Married,Unknown,Blue,25,3,3379,80,0.174
709738008,Existing Customer,1973,F,3,Unknown,Married,$40K - $60K,Blue,36,6,2804,81,0.377
799020258,Existing Customer,1977,M,2,Uneducated,Divorced,$60K - $80K,Blue,38,1,16553,82,0
718152333,Attrited Customer,1980,F,3,Doctorate,Single,Unknown,Blue,36,3,2246,51,0
716324583,Existing Customer,1979,F,4,Uneducated,Single,Unknown,Blue,36,4,2875,81,0.658
720887058,Existing Customer,1970,F,1,Unknown,Married,Unknown,Blue,35,2,3668,87,0
714825408,Existing Customer,1976,F,3,High School,Single,$40K - $60K,Blue,36,3,2853,65,0.882
788620083,Existing Customer,1971,F,3,Graduate,Single,Less than $40K,Blue,41,2,2382,89,0.596
719490108,Existing Customer,1967,F,3,Graduate,Single,Less than $40K,Blue,36,3,2830,74,0.629
709044183,Existing Customer,1974,F,3,Unknown,Married,Unknown,Blue,27,3,24987,64,0.033
756944133,Existing Customer,1969,F,4,Graduate,Married,Less than $40K,Blue,45,1,3705,89,0.585
785285883,Attrited Customer,1972,F,3,Graduate,Single,Less than $40K,Blue,43,3,1675,53,0
779770683,Existing Customer,1974,F,3,Uneducated,Divorced,$40K - $60K,Blue,36,3,1439,79,0
718510983,Existing Customer,1967,F,3,Unknown,Single,$40K - $60K,Blue,41,3,4440,89,0
710322033,Existing Customer,1969,F,1,High School,Married,Less than $40K,Blue,44,1,2563,77,0.689
710560008,Existing Customer,1975,F,4,High School,Married,Less than $40K,Blue,33,3,1896,75,0.917
711298458,Attrited Customer,1982,F,3,Unknown,Married,Less than $40K,Blue,26,2,2190,40,0
789164283,Existing Customer,1966,F,0,Uneducated,Married,Less than $40K,Blue,44,1,2596,87,0.743
715773783,Attrited Customer,1977,F,2,Graduate,Single,$40K - $60K,Blue,35,3,4196,38,0.134
779158533,Existing Customer,1978,F,3,Uneducated,Single,Less than $40K,Blue,25,3,1616,74,0.598
720463833,Existing Customer,1979,M,5,Uneducated,Single,$60K - $80K,Blue,36,1,6618,76,0.263
712747758,Attrited Customer,1971,F,4,Uneducated,Single,Less than $40K,Blue,36,2,2477,43,0
771067308,Existing Customer,1983,F,3,High School,Single,$40K - $60K,Blue,25,1,3040,73,0.628
750995508,Attrited Customer,1980,M,3,Unknown,Single,$60K - $80K,Blue,32,3,4697,29,0.223
716171358,Existing Customer,1970,M,4,College,Married,$40K - $60K,Blue,36,3,4436,85,0.501
794637333,Existing Customer,1977,F,2,Graduate,Divorced,Less than $40K,Silver,25,2,13138,77,0
718437033,Attrited Customer,1975,M,2,Uneducated,Unknown,$60K - $80K,Blue,30,3,1438.3,38,0.473
718492908,Existing Customer,1983,F,3,College,Married,Less than $40K,Blue,36,2,3297,86,0.471
716033508,Existing Customer,1975,M,2,Graduate,Single,$60K - $80K,Blue,34,3,6272,66,0.229
717603858,Existing Customer,1967,M,3,College,Single,$40K - $60K,Blue,42,2,5608,77,0.317
714741933,Existing Customer,1979,M,4,Unknown,Married,$60K - $80K,Blue,32,1,9906,76,0.178
716558283,Existing Customer,1991,F,0,Graduate,Married,Less than $40K,Blue,36,2,1621,84,0.645
719022558,Existing Customer,1972,F,4,Uneducated,Married,Less than $40K,Blue,38,3,2305,74,0.509
717334233,Existing Customer,1967,F,1,Uneducated,Single,$40K - $60K,Blue,43,3,9525,79,0.264
709222008,Attrited Customer,1980,M,3,Unknown,Single,$80K - $120K,Blue,32,3,4742,41,0.468
719192808,Existing Customer,1970,M,4,Graduate,Single,$120K +,Blue,36,1,3168,71,0.678
719281533,Existing Customer,1984,F,3,College,Married,Less than $40K,Blue,27,1,2939,84,0.472
710877108,Existing Customer,1977,F,1,High School,Divorced,Less than $40K,Blue,32,1,2724,75,0.473
714155283,Existing Customer,1975,F,2,Unknown,Married,Unknown,Blue,36,3,6990,77,0.125
771214083,Existing Customer,1976,M,2,High School,Unknown,$60K - $80K,Blue,32,2,1870,65,0
770581983,Existing Customer,1966,F,4,Graduate,Married,$40K - $60K,Blue,41,1,1438.3,88,0
718742808,Attrited Customer,1966,F,1,High School,Married,$40K - $60K,Blue,46,4,4629,49,0.153
710257683,Existing Customer,1971,M,3,Graduate,Single,$120K +,Blue,33,2,34516,73,0.033
721426383,Attrited Customer,1985,F,3,Unknown,Single,Less than $40K,Blue,36,3,1558,40,0.168
721041483,Attrited Customer,1976,M,4,Doctorate,Married,$60K - $80K,Blue,37,2,13093,39,0.192
719922558,Existing Customer,1976,F,5,Unknown,Divorced,$40K - $60K,Blue,33,2,1438.3,84,0
715072533,Existing Customer,1980,F,3,Unknown,Unknown,$40K - $60K,Blue,36,6,4451,75,0
716214108,Existing Customer,1977,M,4,Uneducated,Single,$60K - $80K,Blue,36,2,6426,80,0
772216833,Existing Customer,1974,F,5,Graduate,Single,Less than $40K,Blue,36,2,2761,88,0.706
708553008,Existing Customer,1983,F,1,High School,Single,$40K - $60K,Blue,36,2,2148,64,0.514
778880358,Existing Customer,1972,F,4,Graduate,Divorced,$40K - $60K,Blue,30,3,2485,71,0.663
720258183,Existing Customer,1982,F,4,Graduate,Single,$40K - $60K,Blue,25,3,3394,75,0.742
720689583,Existing Customer,1971,F,3,High School,Married,$40K - $60K,Blue,40,3,3367,91,0.519
758168133,Existing Customer,1971,F,0,High School,Married,$40K - $60K,Blue,43,3,4154,86,0.255
716322783,Existing Customer,1974,F,3,Unknown,Married,Less than $40K,Blue,37,2,2154,74,0.756
711118083,Existing Customer,1967,F,4,Graduate,Divorced,Less than $40K,Blue,43,2,2506,80,0.712
709591533,Existing Customer,1975,F,3,College,Divorced,Less than $40K,Blue,38,1,1774,60,0.629
794556333,Existing Customer,1978,F,2,Unknown,Single,Unknown,Blue,27,3,3287,77,0.516
771630783,Existing Customer,1979,F,3,High School,Married,Unknown,Blue,30,1,1821,87,0.513
708672708,Existing Customer,1972,M,4,High School,Unknown,$80K - $120K,Blue,31,3,34516,65,0.073
715590258,Existing Customer,1976,F,4,Uneducated,Single,$40K - $60K,Blue,36,1,3918,69,0.528
714241083,Existing Customer,1972,F,1,Graduate,Married,Unknown,Blue,39,1,5455,58,0.383
708416433,Attrited Customer,1980,F,1,High School,Single,Less than $40K,Blue,36,3,2372,41,0
779183958,Attrited Customer,1976,F,2,Graduate,Single,Less than $40K,Blue,33,3,1492,38,0
709061658,Existing Customer,1977,F,1,Graduate,Single,Less than $40K,Blue,31,2,1550,87,0.462
717384183,Existing Customer,1963,F,3,Graduate,Single,Less than $40K,Blue,53,3,2669,79,0.767
778921908,Existing Customer,1979,M,4,College,Single,$60K - $80K,Blue,23,3,3311,80,0.254
714745608,Existing Customer,1970,F,4,High School,Single,Less than $40K,Blue,33,4,3068,71,0.675
709200633,Existing Customer,1966,F,1,Graduate,Single,Unknown,Blue,49,4,2721,73,0
714714558,Existing Customer,1984,F,2,Uneducated,Single,$40K - $60K,Blue,27,3,3050,75,0.825
801363633,Existing Customer,1961,F,2,Graduate,Married,Unknown,Blue,54,2,3356,81,0.496
778847808,Existing Customer,1979,F,4,Graduate,Married,$40K - $60K,Blue,23,2,2647,82,0.47
713015433,Existing Customer,1971,F,4,Unknown,Married,Less than $40K,Blue,36,4,2407,71,0.458
711666708,Attrited Customer,1969,F,2,High School,Married,Unknown,Blue,39,3,2233,50,0.802
809631483,Existing Customer,1979,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,37,1,32106,83,0
808967883,Existing Customer,1973,F,4,Unknown,Married,Less than $40K,Blue,43,1,2089,76,0.604
710532258,Existing Customer,1973,F,3,High School,Divorced,Less than $40K,Blue,36,1,2185,83,0.684
812235108,Existing Customer,1977,F,2,Graduate,Unknown,Less than $40K,Blue,39,3,4057,58,0.186
817293258,Existing Customer,1977,F,4,College,Married,$40K - $60K,Blue,27,1,3183,63,0.791
714695883,Existing Customer,1976,F,5,Uneducated,Unknown,Less than $40K,Blue,36,2,2699,75,0.587
738062658,Existing Customer,1964,M,3,Graduate,Single,$80K - $120K,Blue,50,3,17096,62,0.103
709518858,Existing Customer,1971,F,2,Graduate,Married,Less than $40K,Blue,38,1,2897,87,0
819634233,Attrited Customer,1975,F,2,Graduate,Unknown,Less than $40K,Blue,40,2,6568,33,0
711272058,Existing Customer,1981,F,4,Graduate,Married,Unknown,Blue,28,3,1622,71,0.599
716262708,Existing Customer,1970,F,2,College,Single,Less than $40K,Blue,36,3,1438.3,71,0.499
708928008,Existing Customer,1987,F,2,High School,Single,$40K - $60K,Blue,36,3,1677,87,0
765755283,Existing Customer,1973,F,2,Graduate,Married,Unknown,Blue,41,1,7884,74,0.094
711922158,Existing Customer,1964,F,2,Graduate,Married,Less than $40K,Blue,45,3,1860,62,0
773177358,Existing Customer,1973,F,3,Graduate,Married,Unknown,Blue,41,2,8074,93,0.3
779638983,Existing Customer,1974,F,4,Graduate,Married,Less than $40K,Blue,30,3,2124,83,0.741
708723858,Existing Customer,1973,F,4,Graduate,Single,Less than $40K,Blue,37,1,3413,67,0.502
712184133,Existing Customer,1980,F,5,Graduate,Married,Less than $40K,Blue,24,3,2178,80,0.646
709948233,Existing Customer,1974,F,3,Uneducated,Single,Unknown,Blue,35,4,2446,87,0.776
709415583,Existing Customer,1984,F,2,Unknown,Single,Less than $40K,Blue,21,1,3967,66,0.372
714005508,Existing Customer,1976,F,4,Graduate,Married,Unknown,Blue,36,2,4146,64,0.489
712407033,Existing Customer,1995,F,0,Uneducated,Unknown,Unknown,Silver,13,2,34516,59,0.07
716333283,Existing Customer,1963,F,0,Unknown,Unknown,Less than $40K,Blue,52,2,1869,80,0.671
715534083,Existing Customer,1975,F,2,College,Single,Unknown,Blue,33,3,2168,73,0.615
789492558,Existing Customer,1972,F,2,College,Married,Less than $40K,Blue,40,2,2096,82,0.609
770929383,Existing Customer,1980,M,2,Graduate,Single,$60K - $80K,Blue,28,1,7293,82,0.136
708890133,Existing Customer,1975,F,4,College,Married,Unknown,Blue,35,2,1438.3,74,0
788595183,Existing Customer,1979,M,2,Graduate,Single,$40K - $60K,Blue,36,1,1438.3,80,0.477
713167383,Existing Customer,1964,F,3,High School,Single,Less than $40K,Blue,46,2,2298,81,0.67
717704433,Existing Customer,1973,F,4,Unknown,Single,Unknown,Blue,37,2,3829,85,0.218
718590183,Existing Customer,1963,F,3,Doctorate,Married,Less than $40K,Blue,47,3,1517,69,0.606
719019483,Existing Customer,1975,F,2,College,Unknown,Less than $40K,Silver,36,3,13427,63,0.112
710401458,Existing Customer,1968,M,3,Unknown,Married,$80K - $120K,Blue,40,2,16747,76,0
720783558,Existing Customer,1963,F,1,Graduate,Married,Unknown,Blue,48,3,9926,73,0.223
772364358,Existing Customer,1967,F,2,High School,Unknown,Less than $40K,Blue,44,1,2691,80,0.301
719868183,Attrited Customer,1979,F,3,High School,Married,$40K - $60K,Blue,30,3,1456,42,0
709388058,Existing Customer,1978,F,4,Graduate,Single,Less than $40K,Blue,34,3,2005,80,0.63
717004533,Existing Customer,1986,F,3,High School,Married,Less than $40K,Blue,36,3,4790,81,0.248
714969183,Existing Customer,1975,F,2,Unknown,Married,Less than $40K,Blue,36,3,3123,76,0.525
720837708,Existing Customer,1979,F,3,College,Unknown,Less than $40K,Blue,28,2,5471,94,0.46
759947433,Existing Customer,1968,M,3,Graduate,Married,$120K +,Blue,46,2,13670,81,0
767404083,Attrited Customer,1969,M,2,Graduate,Single,$60K - $80K,Blue,45,3,3460,47,0
781926633,Existing Customer,1973,M,2,Uneducated,Married,$40K - $60K,Blue,42,3,3202,88,0.786
772127508,Attrited Customer,1990,F,1,Uneducated,Married,Less than $40K,Blue,20,2,1438.3,49,0
720518283,Existing Customer,1971,M,2,Post-Graduate,Single,$60K - $80K,Blue,36,3,2296,77,0.597
715380483,Existing Customer,1967,F,5,Unknown,Single,Less than $40K,Blue,49,3,1476,75,0
789296133,Existing Customer,1986,F,3,Doctorate,Single,Unknown,Blue,24,1,12287,65,0.063
711029358,Existing Customer,1980,F,4,Unknown,Single,Less than $40K,Blue,36,3,2470,61,0.634
712615008,Existing Customer,1975,M,2,Graduate,Unknown,$120K +,Blue,34,3,24431,66,0.037
816826008,Existing Customer,1980,M,4,Unknown,Married,Less than $40K,Blue,36,1,1950,84,0.512
715488483,Existing Customer,1972,F,4,Graduate,Married,Less than $40K,Blue,36,3,6615,75,0
717759783,Existing Customer,1974,F,4,Unknown,Single,Unknown,Blue,34,3,5756,72,0.149
796083783,Attrited Customer,1966,F,2,College,Single,Unknown,Blue,49,0,1438.3,57,0
709925733,Existing Customer,1989,F,0,Unknown,Single,Less than $40K,Blue,22,3,1438.3,80,0.496
715309083,Existing Customer,1971,F,2,Graduate,Married,Less than $40K,Blue,36,3,1912,87,0
778441533,Attrited Customer,1976,F,4,High School,Single,Unknown,Blue,26,2,4549,34,0.359
715891533,Existing Customer,1976,F,4,Graduate,Unknown,Less than $40K,Blue,33,2,1979,84,0.659
788848458,Existing Customer,1981,F,5,Unknown,Married,$40K - $60K,Blue,24,1,2803,71,0.623
708399858,Existing Customer,1976,F,3,High School,Married,Less than $40K,Blue,35,2,2548,77,0.883
711944733,Existing Customer,1976,F,2,High School,Married,Less than $40K,Blue,36,2,1457,93,0.568
712683633,Attrited Customer,1989,F,0,Unknown,Married,Less than $40K,Blue,36,3,1438.3,37,0
785487783,Existing Customer,1962,F,1,Graduate,Single,$40K - $60K,Blue,53,2,1980,96,0.712
718951683,Existing Customer,1973,F,2,Graduate,Married,Less than $40K,Blue,35,3,2216,83,0.569
718329183,Existing Customer,1964,F,3,Graduate,Divorced,$40K - $60K,Blue,47,3,4262,75,0.591
788960658,Existing Customer,1979,F,2,Uneducated,Married,Less than $40K,Blue,28,2,2573,88,0.677
713120433,Existing Customer,1966,F,2,High School,Married,$40K - $60K,Blue,42,2,5431,82,0.37
720980958,Existing Customer,1978,F,5,Uneducated,Married,Less than $40K,Blue,30,3,3092,87,0.294
709606158,Existing Customer,1984,F,2,Graduate,Married,Less than $40K,Blue,31,3,2984,86,0
714168183,Existing Customer,1973,F,2,Uneducated,Married,Unknown,Blue,38,3,2186,77,0.465
712524858,Existing Customer,1987,M,1,Graduate,Single,Less than $40K,Blue,28,6,2669,74,0.618
815072283,Existing Customer,1971,F,3,Graduate,Married,Less than $40K,Blue,45,3,1789,75,0.646
715980258,Existing Customer,1985,F,1,Doctorate,Single,Less than $40K,Blue,25,2,2835,77,0.886
788715483,Existing Customer,1977,F,5,Graduate,Single,Less than $40K,Blue,28,2,1558,86,0.564
809276808,Existing Customer,1974,M,4,Graduate,Single,$80K - $120K,Blue,42,1,7299,83,0
708885558,Attrited Customer,1965,F,1,High School,Single,Less than $40K,Blue,48,5,3556,45,0
789373683,Existing Customer,1976,F,3,Graduate,Married,Less than $40K,Blue,35,2,1438.3,70,0.58
714216858,Existing Customer,1986,F,2,Unknown,Single,Unknown,Blue,36,1,1507,85,0
719150658,Attrited Customer,1970,F,2,Graduate,Married,Unknown,Blue,34,3,7551,46,0
712302783,Existing Customer,1983,F,2,Uneducated,Single,Less than $40K,Blue,25,3,2468,76,0.353
799717458,Existing Customer,1979,F,3,Unknown,Married,Less than $40K,Blue,36,3,2515,74,0.578
716354883,Attrited Customer,1962,F,0,Graduate,Unknown,Unknown,Blue,49,3,9076,53,0
719601708,Existing Customer,1976,M,3,College,Single,$60K - $80K,Blue,35,1,10699,61,0.103
720150858,Attrited Customer,1987,M,2,High School,Married,$80K - $120K,Blue,25,2,1439,44,0
824915208,Existing Customer,1977,F,3,Doctorate,Married,Unknown,Blue,40,1,7212,82,0.14
798777708,Existing Customer,1967,F,4,High School,Single,$40K - $60K,Blue,48,4,3089,75,0.381
805229133,Existing Customer,1975,M,3,Unknown,Unknown,$80K - $120K,Blue,41,2,11250,70,0
716365233,Existing Customer,1968,F,1,College,Married,Less than $40K,Blue,36,3,1665,75,0.579
796544133,Existing Customer,1967,M,1,College,Single,$120K +,Blue,48,3,2456,84,0.673
778143183,Existing Customer,1974,M,1,Graduate,Married,$60K - $80K,Blue,40,2,11773,58,0
717011958,Existing Customer,1978,F,4,Graduate,Single,$40K - $60K,Blue,23,1,1438.3,82,0
778264008,Existing Customer,1980,F,3,College,Single,$40K - $60K,Blue,32,1,3104,77,0.63
789507408,Existing Customer,1973,F,3,College,Unknown,Unknown,Blue,40,6,2337,90,0
788842008,Existing Customer,1971,F,3,Uneducated,Married,Less than $40K,Blue,34,2,4060,87,0.575
714742758,Existing Customer,1979,F,4,Uneducated,Single,Less than $40K,Blue,24,2,3428,87,0.644
717742908,Existing Customer,1977,M,3,Unknown,Married,$40K - $60K,Blue,36,1,12967,74,0.194
712874433,Existing Customer,1976,M,3,Unknown,Single,Less than $40K,Blue,36,1,2326,90,0.276
711092658,Attrited Customer,1982,F,3,Graduate,Married,Unknown,Blue,26,2,4376,52,0.195
720299283,Existing Customer,1975,M,3,Uneducated,Married,$60K - $80K,Blue,33,2,12745,80,0
719237058,Existing Customer,1982,M,2,Doctorate,Single,$60K - $80K,Blue,36,2,1790,96,0.498
719671383,Existing Customer,1981,F,3,Uneducated,Unknown,Less than $40K,Blue,30,3,2969,70,0
788290383,Existing Customer,1978,M,3,Doctorate,Single,$40K - $60K,Blue,35,6,4970,83,0.32
779701983,Existing Customer,1972,F,3,Graduate,Single,$40K - $60K,Blue,32,3,5400,80,0.264
779247483,Attrited Customer,1975,F,1,Uneducated,Unknown,Unknown,Blue,28,2,2069,55,0
767093133,Existing Customer,1969,F,2,Unknown,Married,Unknown,Blue,45,2,3192,80,0
717979008,Existing Customer,1973,F,3,Unknown,Single,Less than $40K,Blue,37,2,2105,81,0.509
712132383,Existing Customer,1977,M,4,College,Single,$80K - $120K,Blue,34,2,1876,82,0.459
772306383,Attrited Customer,1964,F,3,Unknown,Unknown,Less than $40K,Blue,43,3,1462,42,0
714469008,Existing Customer,1981,F,2,Unknown,Single,$40K - $60K,Blue,29,3,2351,84,0.569
812446158,Existing Customer,1967,F,3,Uneducated,Single,Less than $40K,Blue,49,2,1719,65,0
779401233,Existing Customer,1974,F,4,Uneducated,Single,$40K - $60K,Blue,36,1,1438.3,78,0
784994883,Existing Customer,1995,F,0,Unknown,Married,Less than $40K,Blue,20,2,2516,75,0.945
721080183,Existing Customer,1988,F,1,Graduate,Single,$40K - $60K,Blue,20,2,4883,82,0
712572858,Existing Customer,1983,M,3,High School,Single,$80K - $120K,Blue,29,1,3413,45,0.528
719759733,Attrited Customer,1962,F,0,Unknown,Single,$40K - $60K,Blue,52,4,1852,49,0
780371433,Existing Customer,1986,F,2,Graduate,Married,Unknown,Blue,25,3,3339,83,0.603
822170733,Attrited Customer,1976,F,4,College,Single,Less than $40K,Blue,41,3,3785,54,0.665
708224133,Existing Customer,1960,M,0,Uneducated,Single,$40K - $60K,Blue,49,2,2228,71,0.664
719299533,Attrited Customer,1966,F,1,Unknown,Unknown,Less than $40K,Blue,36,3,3626,42,0.219
780633483,Existing Customer,1963,F,0,Graduate,Married,$40K - $60K,Blue,47,2,2194,81,0.593
771356508,Existing Customer,1980,F,5,Graduate,Married,Less than $40K,Blue,28,3,2665,71,0.726
823629333,Existing Customer,1979,M,4,Uneducated,Married,$40K - $60K,Blue,38,4,2444,50,0
712961658,Existing Customer,1976,F,4,Uneducated,Married,Less than $40K,Blue,32,1,3335,78,0.671
710464683,Existing Customer,1976,F,3,Post-Graduate,Married,Less than $40K,Blue,32,3,2726,89,0.78
716688183,Attrited Customer,1970,F,1,High School,Married,Less than $40K,Blue,43,3,1665,45,0.914
789082758,Existing Customer,1981,F,2,High School,Married,Less than $40K,Blue,28,3,2734,90,0.608
709140858,Existing Customer,1964,F,2,College,Single,Less than $40K,Blue,47,3,1727,82,0.577
822127008,Existing Customer,1971,F,1,Post-Graduate,Married,Unknown,Blue,46,2,19349,79,0.032
720496158,Existing Customer,1968,M,0,Unknown,Single,$60K - $80K,Blue,42,2,13409,82,0.087
774588633,Existing Customer,1976,F,3,Graduate,Single,Less than $40K,Blue,39,2,1438.3,84,0
788465583,Existing Customer,1979,F,3,College,Single,$40K - $60K,Blue,35,3,6330,52,0.248
741517458,Attrited Customer,1972,F,4,Graduate,Married,Less than $40K,Blue,42,4,2575,40,0.977
709935708,Existing Customer,1966,F,1,Unknown,Married,$40K - $60K,Blue,43,1,3391,77,0.5
721112508,Existing Customer,1973,F,3,Graduate,Married,Less than $40K,Blue,40,3,5298,80,0
720734583,Existing Customer,1977,F,2,Post-Graduate,Married,Less than $40K,Blue,32,3,2540,82,0.615
772286658,Attrited Customer,1958,M,1,Graduate,Single,$60K - $80K,Blue,52,4,14324,56,0.175
807149058,Existing Customer,1973,F,5,Unknown,Married,Less than $40K,Blue,43,1,2876,80,0.566
771045708,Attrited Customer,1980,F,5,Graduate,Married,Less than $40K,Blue,28,3,1504,51,0.645
711733308,Existing Customer,1976,F,2,Uneducated,Single,Less than $40K,Blue,36,2,1839,91,0
710518308,Existing Customer,1967,F,2,Doctorate,Married,Less than $40K,Blue,35,4,1685,85,0
716586408,Existing Customer,1973,F,3,Graduate,Unknown,Less than $40K,Blue,36,1,4850,86,0.211
713152383,Existing Customer,1981,F,3,Uneducated,Married,Less than $40K,Blue,27,1,2840,82,0.886
771935283,Existing Customer,1974,F,4,Graduate,Single,$40K - $60K,Blue,36,2,2977,88,0.647
720460083,Attrited Customer,1976,F,4,Unknown,Single,Unknown,Gold,27,2,34516,42,0
825838908,Existing Customer,1982,F,1,Uneducated,Single,Less than $40K,Blue,35,5,1961,92,0
709082808,Existing Customer,1968,F,2,High School,Married,Less than $40K,Blue,36,3,2156,95,0.556
710937783,Existing Customer,1968,F,0,Uneducated,Married,$40K - $60K,Blue,40,3,2772,68,0.871
789540108,Existing Customer,1992,F,1,Uneducated,Married,Less than $40K,Blue,21,1,2832,75,0.642
709824633,Existing Customer,1977,F,4,High School,Single,Less than $40K,Blue,35,5,1552,80,0.886
717874533,Attrited Customer,1975,M,2,High School,Single,$40K - $60K,Blue,36,2,6362,51,0
712571883,Existing Customer,1981,M,3,Graduate,Divorced,Less than $40K,Silver,36,3,11409,58,0.145
716926758,Existing Customer,1981,F,2,Uneducated,Single,Less than $40K,Blue,27,6,1965,91,0
716181858,Existing Customer,1979,F,2,Uneducated,Married,$40K - $60K,Blue,29,2,1622,67,0
779613933,Existing Customer,1983,F,4,Uneducated,Married,Less than $40K,Blue,27,3,1736,86,0.76
712136058,Attrited Customer,1967,F,2,College,Single,Unknown,Blue,36,3,8827,50,0
709678608,Existing Customer,1972,M,4,High School,Married,$80K - $120K,Blue,36,3,24256,69,0.044
714276408,Attrited Customer,1969,F,3,Uneducated,Single,$40K - $60K,Blue,36,3,1915,39,0.755
719953383,Existing Customer,1983,F,4,College,Single,Less than $40K,Blue,27,3,1438.3,79,0
718795083,Existing Customer,1977,F,2,Graduate,Married,Unknown,Blue,26,1,2006,85,0.513
720503508,Existing Customer,1977,F,1,Uneducated,Divorced,Less than $40K,Blue,37,2,5594,75,0.221
770762133,Existing Customer,1969,F,3,High School,Married,Unknown,Blue,38,1,3505,79,0.718
713555133,Attrited Customer,1965,F,3,High School,Unknown,Less than $40K,Blue,44,3,1667,40,0.357
711232608,Attrited Customer,1974,F,5,High School,Single,Less than $40K,Blue,36,3,1636,35,0
780322908,Existing Customer,1969,F,3,Unknown,Married,Less than $40K,Blue,38,2,3281,67,0.278
708207783,Existing Customer,1971,F,3,High School,Single,Less than $40K,Blue,42,3,1477,80,0
